Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD), Jobs
Brazil,2009,Biomass,17685.67587,47740.624,4923193744,903946
Brazil,2020,Solar,24709.23846,26328.90801,8745573469,263581
Brazil,2015,Hydro,33659.60822,47839.30709,5758900689,938676
Brazil,2008,Hydro,67591.11462,37324.69706,2995644723,836476
Brazil,2007,Wind,41892.14866,41238.43499,8308637510,670598
Brazil,2002,Biomass,57269.40279,9007.118938,7093886232,703684
Brazil,2008,Hydro,9890.183026,352.9932442,3345029303,43167
Brazil,2010,Solar,46341.10173,8919.446025,8050646941,963967
Brazil,2001,Hydro,17518.45732,38451.64976,6971347309,9545
Brazil,2023,Wind,32616.53767,20957.11116,7315962388,755042
Brazil,2010,Solar,20829.13106,5541.267057,2515442676,968401
Brazil,2021,Geothermal,40833.75926,11419.21036,7178237069,781808
Brazil,2020,Biomass,73214.77708,49151.77865,5162597115,110077
Brazil,2001,Wind,8742.2986,10511.08493,8526303187,375405
Brazil,2016,Solar,30599.48077,22363.9785,7308135414,196925
Brazil,2022,Geothermal,59332.83425,39833.64798,7048896999,626358
Brazil,2005,Solar,48896.50937,9955.949539,9790505017,830436
Brazil,2003,Hydro,51052.26641,10628.04488,7418899607,611325
Brazil,2019,Hydro,88033.3566,10867.72556,1299737143,453372
Brazil,2017,Geothermal,55489.54189,29313.01117,2705356817,404856
Brazil,2023,Solar,34169.72651,44991.67841,4772726191,491734
Brazil,2018,Wind,92371.73368,37277.33157,6445232491,508432
Brazil,2013,Solar,53435.77855,47187.32728,6427379208,510797
Brazil,2021,Biomass,17497.46656,9131.631168,7780287982,685819
Brazil,2007,Wind,37062.68393,42689.54709,4088798394,683380
Brazil,2016,Geothermal,1330.577607,48217.87681,333247104,845074
Brazil,2020,Solar,79871.40634,42521.68802,6370677067,746811
Brazil,2016,Solar,88670.29907,23352.27005,4242187525,208770
Brazil,2022,Solar,30712.44023,29702.98911,6072266474,782667
Brazil,2008,Geothermal,70460.34947,5557.199556,1713613320,274745
Brazil,2013,Wind,15072.26799,23304.80931,915602261.9,433967
Brazil,2005,Wind,16992.35648,8924.170512,1776093448,48658
Brazil,2014,Hydro,42806.9642,34783.02855,5608002170,5188
Brazil,2007,Hydro,67154.5135,10968.99674,8909832362,480065
Brazil,2012,Geothermal,69889.3082,30799.25324,7969501008,292910
Brazil,2014,Geothermal,86339.22626,33938.68364,9573078872,585530
Brazil,2002,Geothermal,55203.00839,34397.7817,7285768633,944071
Brazil,2009,Hydro,48868.05592,13988.43054,1525915770,957804
Brazil,2014,Geothermal,49240.83591,4468.175239,9643551423,538616
Brazil,2005,Wind,30711.82628,29570.44441,2974690608,893354
Brazil,2004,Solar,26529.57688,40998.85491,4992612070,849162
Brazil,2019,Hydro,2625.7058,32953.75407,2285926538,141654
Brazil,2015,Hydro,65451.07251,23764.99896,4642374522,354218
Brazil,2023,Geothermal,92176.15428,28664.93125,3289544014,440986
Brazil,2020,Geothermal,22757.74249,4911.02235,1840409667,933849
Brazil,2014,Wind,45406.45734,36970.04927,8276032233,841940
Brazil,2021,Hydro,7700.448416,44958.42885,1521807791,366195
Brazil,2009,Biomass,8333.676113,16193.95684,8471398785,388800
Brazil,2019,Solar,72549.65415,8760.860915,4826658289,392656
Brazil,2013,Wind,74901.76183,16277.65537,6485186266,870866
Brazil,2003,Geothermal,59901.62581,40913.13444,252286533.5,944522
Brazil,2010,Hydro,65228.73089,24657.92524,6175086866,928160
Brazil,2008,Solar,57639.97077,33413.26035,1764107044,577974
Brazil,2018,Hydro,97737.03667,43126.24149,6430971434,217950
Brazil,2021,Solar,21960.24785,42966.90577,5342379913,978174
Brazil,2023,Wind,21554.89565,47817.36288,5906474966,546850
Brazil,2006,Hydro,30432.67469,35180.42554,2721380252,917437
Brazil,2023,Geothermal,66411.38222,23877.16355,439682120.4,500685
Brazil,2019,Wind,95716.16844,14086.6728,9931795984,834165
Canada,2013,Biomass,94102.73204,6139.117212,6158679594,588423
Canada,2002,Wind,57780.09975,22408.24192,2810623524,938728
Canada,2014,Geothermal,80750.68344,39027.34455,9925332815,824313
Canada,2013,Biomass,98397.81492,16191.48609,1783535398,970573
Canada,2007,Solar,20322.54444,10828.34122,4639469254,230374
Canada,2014,Biomass,6453.090665,16913.69224,7292534733,939417
Canada,2002,Geothermal,96663.09315,28077.80322,494425759.4,826255
Canada,2001,Geothermal,51201.05681,882.9663127,7204146023,625790
Canada,2018,Hydro,98141.44098,34543.01183,2525496222,391958
Canada,2004,Wind,72411.58131,15018.27819,6096467847,211404
Canada,2019,Wind,21125.80776,22932.00588,3058277494,568374
Canada,2023,Geothermal,96864.63885,38261.41695,961236031.6,849460
Canada,2022,Geothermal,35116.52773,31986.71159,5054198890,404269
Canada,2010,Hydro,93117.96153,3607.446766,3289667346,62045
Canada,2002,Wind,56286.23602,2227.73366,9723321127,781256
Canada,2007,Geothermal,16908.33475,14440.24128,7935535032,253175
Canada,2007,Geothermal,67493.42575,7172.965518,9607710948,337070
Canada,2002,Biomass,75454.51686,3755.723893,2087846540,3191
Canada,2013,Solar,56844.85473,47148.59781,3137118139,501179
Canada,2005,Solar,2951.138612,16582.2127,6622685043,544849
Canada,2018,Geothermal,76193.27804,19375.18778,5060959896,668232
Canada,2020,Wind,74467.28519,33989.69677,614669488.9,202234
Canada,2010,Solar,15296.63664,4250.602931,9111344262,741849
Canada,2006,Hydro,87778.69416,46890.88675,8603843465,33161
Canada,2009,Hydro,29548.07239,33438.57183,5222537337,841761
Canada,2004,Geothermal,45024.3854,27487.71656,2239056591,661078
Canada,2014,Hydro,22899.94762,25200.28323,260577591.6,389859
Canada,2006,Wind,96006.77083,49997.38758,1264606558,555660
Canada,2008,Biomass,61954.11426,37119.54475,3980267282,532998
Canada,2003,Hydro,41670.23605,4108.375193,1014525795,124945
Canada,2002,Hydro,41231.82914,9191.445177,8936464532,152246
Canada,2023,Biomass,99702.73827,31441.11784,8859843168,848142
Canada,2001,Geothermal,53798.34315,43862.5742,6585022680,598760
Canada,2004,Hydro,3238.994901,12509.12663,3332407977,571986
Canada,2015,Geothermal,11760.82526,30794.92357,266052268.8,400204
Canada,2018,Biomass,89135.87651,47010.37794,3869901272,583225
Canada,2013,Hydro,29239.54136,490.4082009,6532777241,877650
Canada,2012,Wind,35937.79914,34375.42131,7485606663,733475
Canada,2017,Geothermal,89627.77494,38924.67502,5127571535,279630
Canada,2017,Biomass,32133.76264,3146.13667,8273888432,58615
Canada,2006,Biomass,86100.71323,14247.80636,7503002241,377878
Canada,2012,Hydro,99925.06126,26824.44371,3439819648,746956
Canada,2008,Geothermal,67061.83116,49079.00513,9615423596,581503
Canada,2020,Geothermal,40223.3574,41617.1602,2698073282,834498
Canada,2001,Geothermal,17309.15955,4438.376595,4614220684,790706
Canada,2001,Hydro,55890.87583,519.0310793,1490352993,512954
Canada,2000,Wind,48338.85313,15452.69464,9998292119,669198
Canada,2016,Solar,56527.864,31316.76225,4061773377,35593
Canada,2001,Hydro,30365.30208,32830.32792,7606809381,319632
Canada,2017,Wind,20636.04231,47500.85501,8099752941,41320
Canada,2014,Geothermal,11622.55433,7732.191711,3472263059,362786
Canada,2003,Solar,31930.22063,38822.18223,828909331.9,796639
Canada,2016,Hydro,45130.72749,10918.42285,238777177.2,897408
Canada,2021,Hydro,35644.26332,15666.46163,8367160555,459868
Canada,2015,Solar,34240.74763,47512.07559,9583127247,77351
Canada,2005,Geothermal,35336.54093,4103.628939,5669710972,899627
Canada,2017,Geothermal,65095.62372,29415.89505,6870538129,612466
Canada,2023,Wind,93394.82903,47228.02302,7037295377,942837
Canada,2006,Biomass,17318.0942,45224.37269,569163344.6,369048
Canada,2014,Hydro,55890.54087,19202.63421,5152100408,229980
Canada,2001,Biomass,3752.61273,32918.72079,6660268544,760656
Canada,2020,Geothermal,69510.40238,863.4456021,4861175259,209519
Canada,2008,Wind,24304.36845,32536.5977,7788675728,402251
Canada,2010,Geothermal,26142.8293,9989.633782,8062767450,689823
Canada,2001,Geothermal,5567.897403,22212.56507,3902342296,890445
Canada,2007,Solar,36822.16434,49699.10819,2038973665,257477
Canada,2017,Biomass,80365.9035,5265.477177,2474851154,418002
Canada,2004,Wind,43857.64614,36478.99545,1324296797,721335
Canada,2010,Biomass,19597.52173,29727.68903,8979449296,598646
Canada,2001,Hydro,39751.02948,7594.169918,7253511290,849390
Canada,2023,Wind,22486.70789,10295.32219,116173698,317986
Canada,2019,Wind,66336.25559,11525.86351,6044883349,506277
Canada,2007,Wind,3388.783572,11849.32567,9106571841,437254
Canada,2019,Hydro,86788.09696,41819.60832,725090122.3,995378
Canada,2020,Hydro,83592.82436,3160.935409,2239349608,542139
Canada,2019,Hydro,74974.19258,35089.43707,6179536853,772890
Canada,2012,Geothermal,26580.39769,31446.3446,6976142096,935901
Canada,2007,Biomass,91212.79175,29801.11908,9330571337,542019
Canada,2011,Solar,59406.91014,43067.85498,1187444338,394973
Canada,2001,Solar,11335.7814,12837.47869,5538384160,242293
Canada,2006,Wind,8672.597645,48501.42831,447293887.8,889023
Canada,2020,Hydro,17429.88021,20779.87512,2837966597,515832
Canada,2008,Geothermal,17777.97618,15892.24479,4169764865,601901
Canada,2018,Biomass,80716.97406,9951.277924,8453614030,234119
Canada,2006,Wind,25365.23021,21604.92639,1221862321,213880
Canada,2022,Geothermal,67009.6501,6376.939903,205657814.9,625226
Canada,2015,Wind,48263.29136,41308.88526,6894786716,891863
Canada,2019,Hydro,97847.48367,26028.67991,2139859512,645952
Canada,2002,Solar,60370.75743,18202.62268,2494315117,531757
Canada,2016,Wind,39614.63853,12632.33587,7079327275,656258
Canada,2002,Solar,86377.61445,7766.349237,9334785344,684617
Canada,2019,Biomass,39870.29466,5002.917349,4101297509,777644
Canada,2002,Hydro,7237.327966,6424.024131,308524799.8,795392
Canada,2011,Biomass,74260.19342,25775.75102,7517176692,973184
Canada,2023,Hydro,88725.76428,31932.13856,7356931437,205625
Canada,2011,Geothermal,29778.42007,24666.41165,6696843437,899607
Canada,2003,Biomass,43566.08139,10351.81769,3695058488,588654
Canada,2021,Solar,3996.638871,9637.654982,4952257876,184504
Canada,2021,Biomass,15156.07834,30711.68116,8408380392,730256
Canada,2021,Geothermal,83385.4248,47656.24463,216061863.7,374808
Canada,2012,Wind,89071.86491,23444.00379,9287323249,712626
Canada,2006,Biomass,17483.3872,4944.815945,6567938071,781162
Canada,2000,Geothermal,80109.60526,42945.77317,8243155423,730724
Canada,2009,Solar,46268.7851,6015.930347,2889331538,233653
Canada,2006,Solar,7945.089711,12360.46347,1746943197,694107
Canada,2015,Hydro,39896.31205,8150.952988,3301798908,555890
Canada,2023,Wind,43738.92855,41745.8734,4525105788,554375
Canada,2023,Hydro,31313.19716,16058.91423,4387924366,196372
Canada,2004,Wind,17465.24465,47051.21765,3800845362,116389
Canada,2019,Solar,93623.57775,19607.28809,7565706059,107441
Canada,2022,Hydro,22171.89158,21248.19756,7010583685,544799
Canada,2013,Hydro,54726.77606,14745.75862,9735411766,560125
Canada,2008,Hydro,93344.43006,44718.9921,7173788493,93966
Canada,2006,Hydro,90590.60283,20430.9166,132973690.7,670121
Canada,2016,Wind,81887.1805,37628.79424,2765592964,266852
Canada,2000,Biomass,68311.05245,10977.91144,9991732665,346270
Canada,2000,Biomass,85881.68697,37279.46745,4672262610,415932
Canada,2010,Hydro,88375.08175,30413.68246,5216569249,675909
Canada,2018,Solar,24806.61551,45659.36597,4392124430,180932
Canada,2015,Biomass,18442.00202,25259.15454,5482680721,446592
Canada,2019,Solar,90756.89138,37813.5377,3624097785,494200
Canada,2008,Wind,83672.48725,28717.40545,2790398081,905847
Canada,2014,Hydro,2931.844048,2463.819681,7603915839,32742
Canada,2023,Geothermal,30744.77522,18544.1986,3532360651,377400
Canada,2022,Geothermal,1469.066652,47934.54246,4020863345,474095
Canada,2013,Wind,11848.8181,1503.40241,1135456329,924838
Canada,2018,Solar,67974.77984,1027.472937,8102781607,242154
Canada,2002,Wind,19363.09485,3316.730467,3846614710,322191
Canada,2003,Geothermal,6652.717922,34392.9974,9954945408,276684
Canada,2000,Wind,83527.4597,8560.005108,6280398636,731453
Canada,2010,Solar,9645.200645,41437.24113,2045486081,149280
Canada,2021,Wind,32952.76192,46664.61044,5610702076,563874
Canada,2010,Wind,78649.73226,8635.131049,3895008197,816469
Canada,2012,Solar,32548.59841,40389.84904,8046509497,340186
Canada,2001,Wind,59686.84459,18803.89718,6781288345,680134
Canada,2004,Wind,14894.92641,29657.23788,3656795730,471450
Canada,2001,Biomass,56026.06337,12690.1443,1168949675,337603
Canada,2015,Hydro,79684.3827,5266.059513,3225647272,224205
Canada,2008,Wind,52083.37516,43286.43714,5076512441,425046
Canada,2021,Hydro,9894.218211,14533.16435,2052622333,888071
Canada,2023,Geothermal,77626.96173,10393.30775,4991930086,768384
Canada,2014,Biomass,53937.98603,9253.909635,4959577412,770398
Canada,2010,Biomass,71259.72245,45312.09272,8844069672,898971
Canada,2004,Geothermal,70308.73686,9897.992732,1694419770,37127
Canada,2004,Solar,39231.08494,3506.431895,7419013748,254576
Canada,2003,Biomass,94354.62521,22974.26231,761229339.1,902309
Canada,2008,Biomass,85524.06701,19306.47461,4645487356,9727
Canada,2003,Solar,10733.85344,34051.3039,9901486913,86747
Canada,2007,Hydro,81768.77523,3229.813889,3630185501,617352
Canada,2023,Biomass,97887.76742,46308.77289,4852803142,101465
Canada,2001,Solar,30034.8312,34570.97292,5479455473,528148
Canada,2016,Geothermal,6766.687952,24171.97979,2337745981,432902
Canada,2014,Hydro,54716.83784,23026.03063,3201269869,823924
Canada,2001,Wind,90637.01731,21974.23633,4624372444,567717
Canada,2013,Wind,51668.61252,2353.378078,6561285512,877645
Canada,2001,Hydro,68887.01283,22179.16747,6084055454,507574
Canada,2005,Hydro,93109.53947,23891.68469,7930483452,263763
Canada,2016,Solar,11838.06252,13631.03709,4482997880,961917
Canada,2020,Wind,69720.84531,30416.05069,5906358549,89429
Canada,2022,Solar,6174.219762,14702.8037,1565431536,827770
Canada,2002,Geothermal,34649.23377,39468.33249,3479280461,630218
Canada,2014,Hydro,83414.12855,25997.04297,8869991648,815444
Canada,2013,Biomass,28796.86686,18301.75477,1892057288,6494
Canada,2000,Solar,80009.98965,15267.41027,5406475058,600852
Canada,2002,Biomass,94188.84802,14510.63535,3138388128,263842
Canada,2020,Biomass,42778.78903,9648.540412,6001946299,717514
Canada,2008,Wind,20024.37928,34672.70222,7596734286,487699
Canada,2021,Hydro,68321.27871,16674.11771,8106802505,944289
Canada,2023,Solar,36943.58988,21391.34593,3626031203,200229
Canada,2021,Solar,92332.52592,48564.16476,1771427665,673026
Canada,2016,Geothermal,63271.34544,34253.15702,4963321886,509390
Canada,2014,Hydro,19666.30547,22171.7747,2985967862,237669
Canada,2011,Hydro,46271.52007,49974.25842,7665102637,954097
Canada,2019,Geothermal,41142.73192,12201.75381,8080811225,823421
Canada,2018,Biomass,5088.624439,3127.095638,8099295919,259872
Canada,2022,Geothermal,25335.79794,8278.566329,2656209886,290715
Canada,2021,Solar,75620.97617,23835.95913,566524650.6,421064
Canada,2020,Geothermal,96697.7979,6582.180197,324069138.5,599456
Canada,2018,Solar,27092.78969,42132.36375,928168308.9,827120
Canada,2001,Wind,45887.19053,35550.54791,8428212469,785839
Canada,2005,Solar,62650.25692,17982.94526,345933077.9,26556
Canada,2004,Solar,7406.910181,46665.80326,3203470225,225315
Canada,2006,Hydro,12916.07984,28645.1615,1378406111,174356
Canada,2009,Solar,21267.61557,28763.55619,5989611819,706338
Canada,2007,Solar,28571.582,49317.50718,2839124252,416075
Canada,2004,Hydro,36362.1145,19440.85803,317665305.3,227823
Canada,2016,Hydro,9341.149787,829.554863,1392108690,724561
Canada,2016,Geothermal,35878.97217,40784.43417,259059305.2,947415
Canada,2002,Biomass,33167.61836,29777.59378,3975338216,161432
Canada,2022,Hydro,26943.90785,45412.49481,8670560635,518873
Canada,2008,Biomass,88197.41448,7851.918198,3560980048,337250
Canada,2003,Solar,49274.87638,1398.869842,4427219727,388303
Canada,2011,Solar,85736.8891,35024.66097,4562447189,138840
Canada,2022,Geothermal,30658.03418,1290.811638,3025489913,354313
Canada,2017,Biomass,25165.99761,12875.98224,3839288853,304640
Canada,2003,Solar,25018.13539,20560.91311,9945499068,861030
Canada,2010,Geothermal,33700.00747,10141.0524,1810945206,447169
Canada,2008,Geothermal,68042.98087,5602.415532,1821328892,103319
Canada,2019,Solar,52126.84453,40081.42364,7135948284,151813
Canada,2001,Geothermal,50233.583,25711.48302,9130709203,780420
Canada,2019,Geothermal,16255.67842,32918.6712,8276411419,556457
Canada,2023,Hydro,39682.57586,2231.228705,425085270.4,169308
Canada,2006,Solar,84246.35935,39190.69505,6375725837,876639
Canada,2001,Solar,29502.48168,23787.93768,5886949372,545038
Canada,2005,Geothermal,7808.770427,2236.429535,7079819202,371447
Canada,2021,Solar,4720.876263,47452.47794,6873589031,391520
Canada,2011,Wind,80009.72301,35494.63691,5247317543,922608
Canada,2021,Hydro,54709.70525,44195.30188,6546779850,490759
Canada,2013,Solar,59945.5082,13910.15023,5597638763,185959
Canada,2015,Geothermal,18333.3089,5167.835855,954150715.6,843710
Canada,2013,Hydro,92962.55116,48573.71815,920291854.5,383403
Canada,2016,Biomass,90916.45158,38657.39149,6889340110,983763
Canada,2004,Geothermal,67527.99919,48255.34567,2687979960,622636
Canada,2001,Hydro,97373.16897,44372.66642,299563807.5,655390
Canada,2023,Geothermal,8665.016013,2242.661748,6031226412,438708
Canada,2007,Geothermal,7621.974988,10310.21085,8834862577,804711
Canada,2016,Hydro,97747.01326,1573.383011,3429908551,885793
Canada,2008,Geothermal,82371.15299,17700.59524,5051336019,615672
Canada,2012,Hydro,35958.92035,14410.74515,6838575837,432663
Canada,2021,Hydro,12688.31322,41716.27038,6704039185,249609
Canada,2008,Geothermal,2817.386481,47875.8566,4803040528,586600
Canada,2001,Solar,2224.502655,766.1468252,5771749032,974515
Canada,2016,Hydro,18163.71087,13863.41523,2503128489,867982
Canada,2018,Biomass,1212.800729,43516.52949,356129839.6,515069
Canada,2016,Geothermal,26997.93754,23165.58921,6185572779,38901
Canada,2023,Solar,25364.63907,4050.891047,1774233897,160933
Canada,2007,Solar,60064.59444,44469.00382,2594213144,498727
Canada,2015,Solar,57907.7554,6237.433248,4458384847,462007
Canada,2003,Solar,16066.66473,15333.81306,9361396770,399077
Canada,2006,Wind,61115.00838,1388.050797,1618033312,530144
Canada,2010,Wind,63235.6355,35709.00015,4949848935,349688
Canada,2023,Geothermal,6803.681075,1140.742547,1518907042,82773
Canada,2014,Solar,4837.975819,24652.64614,9403072975,552710
Canada,2022,Geothermal,38618.09378,16778.48467,8883313669,482706
China,2018,Solar,93288.40858,30755.40306,5086237221,225191
China,2019,Solar,78755.09375,36288.85625,5635218482,942579
China,2007,Biomass,63615.01976,6212.681246,5418016851,834135
China,2001,Wind,20257.89844,25029.88875,3698334280,635109
China,2010,Biomass,51839.94504,39136.90817,787814441.1,290765
China,2017,Wind,23202.87141,39789.50271,4221217089,796805
China,2000,Wind,91171.2971,12239.41518,6876746726,192775
China,2004,Biomass,83220.30414,49142.94659,1018262792,421550
China,2013,Wind,6055.649786,27585.23744,1882700109,609089
China,2011,Geothermal,82925.44921,13888.31114,7032294536,411405
China,2007,Hydro,35047.32527,43191.36906,4221885907,215387
China,2015,Wind,84080.51717,36007.21414,298174926.6,225962
China,2008,Geothermal,57851.51485,8974.167687,3206440785,516290
China,2003,Wind,29638.15475,49062.48817,3370178172,143666
China,2016,Wind,20084.78539,11493.09199,2088297402,515596
China,2012,Wind,27090.49651,11954.11382,1928568443,742304
China,2021,Solar,64899.05852,12970.07091,3993008357,167187
China,2013,Geothermal,83872.42269,40748.35451,2752308766,146089
China,2009,Hydro,98325.85632,16138.56163,3596285370,468746
China,2008,Wind,20804.91578,30691.33912,5527279701,322803
China,2003,Solar,38469.27956,37558.03395,7783575261,113243
China,2020,Hydro,77589.40423,40332.69433,3254739867,8554
China,2018,Biomass,3439.818757,13558.18734,8158379325,174636
China,2011,Geothermal,15568.9434,12194.95169,6991853443,490915
China,2019,Biomass,92047.3478,33373.95767,229206839.4,839300
China,2015,Wind,15032.90179,24330.5304,1290092861,990364
China,2022,Hydro,90747.62616,23173.83972,6934480627,807583
China,2003,Solar,60943.35606,1320.782828,582905674.5,666787
China,2006,Biomass,45997.58503,38095.41941,4014556893,687695
China,2011,Biomass,34903.30057,47428.17696,871630701.5,23889
China,2012,Biomass,95368.60039,33420.34962,5196824250,643026
China,2019,Geothermal,80458.63593,29996.32754,3013139176,125160
China,2019,Biomass,1689.789327,31733.50689,8391469587,591423
China,2003,Solar,5844.038694,32593.23504,5910501788,222501
China,2006,Biomass,77920.25967,49298.46136,9159144465,684924
China,2020,Wind,32224.32437,24089.04503,5352974527,201520
China,2007,Geothermal,90909.22271,34921.96796,5422660955,318784
China,2021,Wind,4966.616348,48257.39448,1779556107,753212
China,2023,Hydro,82000.5626,8630.643184,6780319360,111669
China,2023,Biomass,89107.09709,44460.57035,3576603747,850264
China,2008,Hydro,33841.88075,22942.89943,4258537514,347368
China,2016,Wind,24747.05441,32450.42096,1033631547,331338
China,2016,Geothermal,43641.28476,7225.007619,5445778650,24980
China,2012,Biomass,46855.83472,4000.683067,2956097870,773971
China,2001,Hydro,24466.3892,30406.30913,6102085568,541735
China,2007,Hydro,58676.62007,24284.96112,7627623534,889762
China,2003,Geothermal,97682.16016,34344.53698,8640349922,889772
China,2004,Geothermal,81473.4903,39898.22112,5547233615,473776
China,2005,Wind,53720.2358,21970.49143,6539153305,459351
China,2005,Hydro,50630.37393,20030.52716,6426703701,857091
China,2021,Geothermal,26674.81586,28383.8494,5121040843,549582
China,2017,Biomass,58112.64633,3573.22758,15338985.2,108157
China,2021,Biomass,69345.62584,29761.39412,4553728125,991252
China,2007,Geothermal,35970.99305,40474.73265,63107263.36,634754
China,2000,Hydro,51412.70649,27649.52526,3345972856,191740
China,2016,Biomass,98421.07477,2356.529193,399990177.3,966133
China,2010,Geothermal,46436.31726,20687.74774,7617507042,968265
China,2003,Hydro,48279.11029,15524.42234,784647183.9,4674
China,2001,Biomass,17689.5062,35379.2692,2068398732,821661
China,2004,Wind,88192.59205,7755.352549,4179178416,768511
China,2012,Solar,76681.41071,36002.97573,672855638.7,528640
China,2014,Hydro,74247.52139,41122.89072,8092254632,232944
China,2009,Hydro,16295.99982,40680.48987,7841413432,478092
China,2017,Geothermal,14716.23933,14983.22361,4096533120,705198
China,2010,Hydro,57276.85413,4197.286928,7367390895,314128
China,2005,Geothermal,15616.32481,22952.14535,2699205108,629060
China,2008,Geothermal,35903.98137,26984.56421,2538588188,863052
China,2019,Solar,13971.29065,9270.857588,5744406107,102736
China,2013,Solar,10731.11191,12108.95717,6636097004,946092
China,2020,Geothermal,19320.48396,28116.00372,3670926873,429000
China,2004,Geothermal,90261.47152,24697.67921,6073324967,396132
China,2011,Biomass,76313.9222,44458.93992,7265083484,406283
China,2017,Solar,97820.22537,7865.926266,5732230210,687917
China,2006,Geothermal,63170.27,33525.54662,3715375739,256511
China,2018,Hydro,37086.03901,25001.25662,4205013868,308431
China,2000,Wind,54656.83932,5253.417862,8771815820,317426
China,2017,Hydro,37191.97266,49587.12136,5721125688,337465
China,2008,Geothermal,58248.60364,25260.08001,7933379128,302839
China,2005,Biomass,28181.63204,8710.126349,3706451971,257000
China,2015,Hydro,49965.22662,24914.56856,5265178032,222487
China,2010,Biomass,43855.83195,47669.33346,7531289147,924244
China,2021,Geothermal,3951.652649,21180.46688,6457744696,732904
China,2007,Solar,28822.25819,30464.72698,2301892039,581487
China,2017,Geothermal,92760.40601,36981.00733,6384046795,566267
China,2000,Solar,24105.08475,34069.36573,5645018027,895843
China,2022,Biomass,1551.513744,11101.39995,8724668301,481994
China,2015,Biomass,15532.8545,16978.31488,539437874.8,138763
China,2001,Biomass,51962.20592,14899.34107,750370092.2,128380
China,2004,Geothermal,4359.987267,7230.716817,1411819745,494802
China,2017,Biomass,37075.42306,34178.80252,1839625346,119584
China,2010,Geothermal,71268.09829,11702.86279,3651841770,694446
China,2000,Geothermal,37077.48781,41799.67831,5204430335,34072
China,2013,Geothermal,32615.78269,41161.20192,6929698490,392561
China,2004,Geothermal,16097.26762,8715.0555,2112259355,873620
China,2014,Geothermal,30593.33915,6622.493755,202689133.5,933547
China,2011,Wind,9401.208804,17685.95337,8480245371,89021
China,2003,Solar,73494.67375,3954.741711,1866391136,951594
China,2014,Hydro,42395.38256,9781.239853,9215773651,67901
China,2015,Geothermal,52680.01317,5776.69057,6962331776,999319
China,2016,Biomass,3302.251766,29081.84994,7990657819,986338
China,2011,Wind,20656.90109,12704.78216,1321237475,947169
China,2021,Hydro,38372.18589,8163.370818,399102455.1,813947
China,2015,Geothermal,16316.29794,19460.28081,8860352891,610077
China,2010,Wind,39457.77466,46974.91825,3974031690,761921
China,2008,Solar,33102.71656,13559.10133,4538364908,67927
China,2013,Biomass,48541.07385,34152.13932,2917709314,462843
China,2011,Biomass,54539.69786,37853.34941,3790423304,516780
China,2001,Solar,57818.92273,5248.307352,7915208636,663920
China,2010,Geothermal,74498.89048,7816.204716,4454706645,313567
China,2019,Wind,45365.5979,936.3745166,4682885072,526593
China,2010,Solar,68815.25038,17652.6019,3603313333,877536
China,2007,Biomass,79445.47811,8964.607993,5046654189,69525
China,2005,Wind,79370.7356,22667.18462,9061672311,702572
China,2003,Biomass,96337.52315,18910.44244,5820906647,260199
China,2006,Solar,9206.53209,24194.93555,4024242333,726624
China,2023,Solar,70829.89796,15257.16261,3134327470,227797
China,2013,Hydro,16155.27197,44112.73995,762712931.6,528121
China,2023,Hydro,80230.38418,6891.367099,6071760382,882245
China,2002,Biomass,61107.1962,31681.78795,5765123866,727131
China,2009,Hydro,84189.92586,18037.34567,7289735791,933680
China,2006,Wind,58052.57965,48958.3406,8979132367,407703
China,2005,Solar,44809.88485,42012.20152,1665092159,341769
China,2021,Wind,96028.77094,17350.74096,8896604470,801648
China,2006,Biomass,38987.06461,32238.71523,5871887759,947655
China,2020,Biomass,42434.60545,6656.577116,9568200344,921854
China,2011,Wind,18819.53455,5947.579808,1482117392,167190
China,2006,Solar,94557.3294,4057.598519,4345858706,821488
China,2017,Hydro,31567.63234,15398.50422,4251317149,282611
China,2018,Hydro,7990.222427,17367.38361,3627612826,42471
China,2008,Biomass,59880.85347,34523.55929,5984944996,636272
China,2018,Wind,17128.43773,48051.48311,8520565111,174973
China,2022,Biomass,85075.04899,32468.09627,954334922.1,938418
China,2022,Wind,95373.19457,3655.737495,6158951744,81811
China,2016,Biomass,28742.82079,42865.94411,2969430078,410521
China,2000,Wind,41504.80312,3137.069584,4313350326,221543
China,2008,Geothermal,82707.94427,17852.3879,4516850464,149749
China,2018,Geothermal,63526.28435,227.4412516,1636998591,452382
China,2010,Geothermal,99917.75179,14228.97759,9365603833,993072
China,2016,Solar,17255.0531,33818.35449,279530558,124284
China,2019,Geothermal,24142.42589,45156.00956,2004960227,779050
China,2019,Biomass,79169.01337,10499.76039,3766095869,288880
China,2012,Hydro,24434.25218,17856.67054,2577298064,514485
China,2003,Wind,6329.804903,26981.33503,8243387269,205205
China,2010,Biomass,59368.73265,29218.64862,3633148265,432436
China,2011,Geothermal,1058.755207,38529.91723,3329696197,727316
China,2007,Biomass,43969.91894,21727.98425,6686247089,500855
China,2010,Geothermal,12592.79572,38335.5504,672234613.4,597584
China,2008,Solar,41660.92114,45121.69119,7727943933,277278
China,2004,Solar,17462.46192,12976.0824,4487469678,204965
China,2022,Wind,75387.96976,6155.197863,9316943667,293039
China,2005,Solar,48419.56766,22871.16332,2598797552,663212
